year,ln_ly,age,id1968,pernum,wgt,stato,unid,MH6,div,mar,_merge,wtmedian
1968,-.91061437,0,1739,1,22.5,Texas,0,1946,0,0,matched (3),-.47809935
1969,.062102079,0,5312,1,4.3,California,0,1940,0,0,matched (3),-.47809935
1977,-.47809935,0,2679,3,33.5,California,1,1951,0,1,matched (3),-.47809935
1977,-.72138894,0,2224,3,31.4,California,1,1945,1,0,matched (3),-.47809935
1974,-.090366602,0,6779,3,2.5,California,1,1953,0,1,matched (3),-.47809935
1973,,14,2701,3,23.8,Louisiana,0,1948,0,0,matched (3),
1970,-.87316728,16,6572,3,4.3,Louisiana,0,1949,0,1,matched (3),-.87316728
1969,,16,6583,3,2.9,Louisiana,0,1943,0,1,matched (3),-.87316728
1972,,16,297,3,28.1,California,1,1950,0,1,matched (3),-.87316728
1973,-1.2731013,16,1129,170,0,North Calorina,0,1952,0,1,matched (3),-.87316728
1971,,16,1129,175,0,North Calorina,0,1946,0,1,matched (3),-.87316728
1971,,16,6801,4,3.2,Louisiana,0,1945,0,1,matched (3),-.87316728
1971,,16,490,3,22.1,North Calorina,0,1952,0,1,matched (3),-.87316728
1976,-.52762222,16,5475,171,0,Texas,1,1954,0,1,matched (3),-.87316728
1972,,17,490,3,22.1,North Calorina,0,1952,0,1,matched (3),-.59608984
1969,,17,641,3,25.1,Missisippi,0,1952,0,1,matched (3),-.59608984
1974,,17,5518,3,16.4,California,1,1954,0,1,matched (3),-.59608984
1973,,17,6107,3,1,Missisippi,0,1954,0,1,matched (3),-.59608984
1980,-.71719146,17,2436,4,29,Texas,1,1954,0,1,matched (3),-.59608984
1975,-.047328949,17,5518,3,16.4,California,1,1954,0,1,matched (3),-.59608984
1971,,17,556,170,0,Texas,1,1952,0,1,matched (3),-.59608984
1970,,17,1051,4,28.1,California,1,1951,1,0,matched (3),-.59608984
1972,,17,1129,175,0,North Calorina,0,1946,0,1,matched (3),-.59608984
1974,,17,6769,4,1.7,Louisiana,0,1954,0,0,matched (3),-.59608984
1974,-.87379026,17,1129,170,0,North Calorina,0,1952,0,1,matched (3),-.59608984
1973,-.10689569,17,490,3,22.1,North Calorina,0,1952,0,1,matched (3),-.59608984
1973,-.42216587,17,423,4,17.1,North Calorina,0,1952,0,1,matched (3),-.59608984
1972,,17,6574,171,0,Louisiana,0,1952,0,1,matched (3),-.59608984
1972,,17,5449,2,3.8,North Calorina,0,1951,0,1,matched (3),-.59608984
1976,,17,840,6,3.4,North Calorina,0,1954,0,1,matched (3),-.59608984
1971,-.6753335,17,6572,3,4.3,Louisiana,0,1949,0,1,matched (3),-.59608984
1974,-.59608984,17,5434,170,0,Texas,1,1946,0,1,matched (3),-.59608984
1974,-.32047892,17,423,4,20.9,North Calorina,0,1952,0,1,matched (3),-.59608984
1972,,17,6801,4,3.2,Louisiana,0,1945,0,1,matched (3),-.59608984
1973,,17,297,3,28.1,California,1,1950,0,1,matched (3),-.59608984
1977,-.90037155,17,5475,171,0,Texas,1,1954,0,1,matched (3),-.59608984
1968,,17,6847,1,2.5,California,0,1949,0,0,matched (3),-.59608984
1972,-.3277452,18,2327,170,0,Missisippi,0,1945,0,1,matched (3),-.55136544
1977,,18,840,6,3.4,North Calorina,0,1954,0,1,matched (3),-.55136544
1976,,18,2856,3,31.4,California,1,1943,0,1,matched (3),-.55136544
1971,,18,2339,2,26.1,California,1,1952,0,1,matched (3),-.55136544
1972,,18,6583,3,2.9,Louisiana,0,1943,1,0,matched (3),-.55136544
1972,,18,6779,3,2,California,1,1953,0,1,matched (3),-.55136544
1968,,18,6064,1,1,Texas,0,1946,0,1,matched (3),-.55136544
1973,,18,5449,2,3.8,North Calorina,0,1951,0,1,matched (3),-.55136544
1975,-.37229896,18,423,4,20.9,North Calorina,0,1952,0,1,matched (3),-.55136544
1968,,18,221,1,22.5,Texas,0,1947,0,1,matched (3),-.55136544
1972,,18,556,170,0,Texas,1,1952,0,1,matched (3),-.55136544
1971,-.49434757,18,2845,171,0,California,1,1948,0,1,matched (3),-.55136544
1976,-.62033165,18,1720,171,0,California,1,1943,0,0,matched (3),-.55136544
1975,.10625005,18,5876,3,1.4,Texas,1,1949,0,1,matched (3),-.55136544
1974,,18,2397,3,30,Massachussets,0,1954,0,1,matched (3),-.55136544
1970,-.058671236,18,5095,171,0,California,1,1947,0,1,matched (3),-.55136544
1968,,18,6390,1,11,Arizona,0,1949,0,0,matched (3),-.55136544
1972,-.27814579,18,5655,2,1.1,Missisippi,0,1950,0,1,matched (3),-.55136544
1973,-.48655319,18,2615,6,28.1,Washington staten,1,1951,0,1,matched (3),-.55136544
1973,,18,5228,3,2,California,1,1953,0,1,matched (3),-.55136544
1971,-.56643736,18,419,170,0,North Calorina,0,1947,0,1,matched (3),-.55136544
1972,,18,18,4,26.1,California,1,1953,0,1,matched (3),-.55136544
1975,-.54257929,18,423,3,22.5,North Calorina,0,1951,0,1,matched (3),-.55136544
1981,.32523036,18,2436,4,29,California,1,1954,0,1,matched (3),-.55136544
1970,-.76940799,18,5464,4,3.2,Missisippi,0,1949,0,1,matched (3),-.55136544
1970,,18,2893,170,0,California,1,1950,0,1,matched (3),-.55136544
1974,,18,5172,2,11.3,North Calorina,0,1954,1,0,matched (3),-.55136544
1971,-.67048466,18,5814,170,0,North Calorina,0,1948,0,1,matched (3),-.55136544
1973,-.56015158,18,644,21,7.4,Missisippi,0,1946,0,1,matched (3),-.55136544
1973,,18,5353,4,2,California,1,1952,0,1,matched (3),-.55136544
1975,,18,2845,5,29.4,California,1,1954,0,1,matched (3),-.55136544
1973,-.81884611,18,2898,4,23.8,California,1,1951,0,1,matched (3),-.55136544
1971,,18,409,171,0,Texas,1,1951,0,1,matched (3),-.55136544
1969,,18,301,3,33.7,Massachussets,0,1948,0,1,matched (3),-.55136544
1977,-.096172571,18,2816,3,27.1,California,1,1954,0,1,matched (3),-.55136544
1975,-.56893849,18,5434,170,0,Texas,1,1946,0,1,matched (3),-.55136544
1973,,18,287,5,24.1,California,1,1954,0,1,matched (3),-.55136544
1969,,18,6847,1,2.9,California,0,1949,0,1,matched (3),-.55136544
1970,,18,722,3,28.1,California,1,1950,0,1,matched (3),-.55136544
1974,,18,5449,2,4.6,North Calorina,0,1951,0,1,matched (3),-.55136544
1971,,18,2004,3,27.4,California,1,1950,0,1,matched (3),-.55136544
1972,-.57723355,18,297,170,0,California,1,1945,0,1,matched (3),-.55136544
1973,-.33865881,18,5182,171,0,Missisippi,0,1951,0,1,matched (3),-.55136544
1969,,18,1689,170,0,North Calorina,0,1948,0,1,matched (3),-.55136544
1973,,18,6574,171,0,Louisiana,0,1952,0,1,matched (3),-.55136544
1974,,18,6107,3,1.1,Missisippi,0,1954,0,1,matched (3),-.55136544
1970,,18,1394,21,21.7,North Calorina,0,1949,0,1,matched (3),-.55136544
1969,,18,2273,3,27.4,Washington staten,0,1951,0,0,matched (3),-.55136544
1974,-.59670389,18,6232,5,1.2,Texas,1,1952,0,1,matched (3),-.55136544
1971,,18,1051,4,28.1,California,1,1951,1,0,matched (3),-.55136544
1974,,18,297,3,34.4,California,1,1950,0,1,matched (3),-.55136544
1972,,18,5568,3,10.1,North Calorina,0,1953,0,1,matched (3),-.55136544
1970,,18,557,170,0,Texas,1,1951,0,1,matched (3),-.55136544
1972,,18,18,5,26.1,California,1,1952,0,1,matched (3),-.55136544
1973,,18,1051,5,26.1,California,1,1952,0,1,matched (3),-.55136544
1977,-.57311344,18,2786,170,0,Massachussets,0,1950,0,1,matched (3),-.55136544
1974,,18,6803,3,3.4,Louisiana,0,1954,0,1,matched (3),-.55136544
1970,,18,1810,172,0,California,1,1949,0,1,matched (3),-.55136544
1975,-1.2467755,18,6769,4,1.7,Louisiana,0,1954,0,0,matched (3),-.55136544
1975,-1.0051687,18,1129,170,0,North Calorina,0,1952,0,1,matched (3),-.55136544
1978,-.46028674,18,5475,171,0,Texas,1,1954,0,1,matched (3),-.55136544
1974,,19,5565,170,0,North Calorina,0,1954,0,1,matched (3),-.40769815
1968,,19,1130,1,17,Texas,0,1948,0,1,matched (3),-.40769815
1974,-.57926536,19,5366,7,4.3,North Calorina,0,1952,0,1,matched (3),-.40769815
1975,.099274635,19,1880,4,27.7,Louisiana,0,1952,0,1,matched (3),-.40769815
1977,-.60961056,19,1720,171,0,California,1,1943,0,0,matched (3),-.40769815
1981,.61488986,19,5077,171,0,Massachussets,0,1954,0,1,matched (3),-.40769815
1973,,19,1733,21,27.4,California,1,1947,0,1,matched (3),-.40769815
1974,.21038747,19,6779,171,0,California,1,1950,0,1,matched (3),-.40769815
1975,,19,5449,2,4.6,North Calorina,0,1951,0,1,matched (3),-.40769815
1973,-.44788837,19,1178,170,0,Texas,1,1952,0,1,matched (3),-.40769815
1974,-.63941348,19,5182,171,0,Missisippi,0,1951,0,1,matched (3),-.40769815
1977,-.70066655,19,5741,170,0,Texas,1,1946,0,1,matched (3),-.40769815
1974,,19,1051,5,32,California,1,1952,0,1,matched (3),-.40769815
1975,-.21438313,19,5353,4,2.5,California,1,1952,0,1,matched (3),-.40769815
1968,-1.2535942,19,5459,1,1,Missisippi,0,1943,0,1,matched (3),-.40769815
1969,-.49851227,19,5425,170,0,Washington staten,0,1947,0,1,matched (3),-.40769815
1971,,19,722,3,28.1,California,1,1950,0,1,matched (3),-.40769815
1971,,19,5449,2,3.8,North Calorina,0,1951,0,1,matched (3),-.40769815
1977,.015013695,19,5518,3,16.4,California,1,1954,0,1,matched (3),-.40769815
1972,,19,5570,171,0,North Calorina,0,1951,0,1,matched (3),-.40769815
1970,-1.0588278,19,1689,170,0,North Calorina,0,1948,0,1,matched (3),-.40769815
1973,-.63573992,19,5655,2,1.1,Missisippi,0,1950,0,1,matched (3),-.40769815
1976,-.40769815,19,6569,173,0,Louisiana,0,1953,0,1,matched (3),-.40769815
1976,-.33150744,19,6798,6,4,Louisiana,0,1952,0,1,matched (3),-.40769815
1970,,19,641,3,25.1,Missisippi,0,1952,0,1,matched (3),-.40769815
1974,,19,6801,4,4,Louisiana,0,1945,0,1,matched (3),-.40769815
1968,-.029914618,19,2028,1,24,California,0,1945,0,1,matched (3),-.40769815
1979,-.71102035,19,6233,170,0,Texas,1,1954,0,1,matched (3),-.40769815
1975,,19,840,5,3.4,North Calorina,0,1953,0,1,matched (3),-.40769815
1971,,19,557,170,0,Texas,1,1951,0,1,matched (3),-.40769815
1978,-.53884912,19,2786,170,0,Massachussets,0,1950,0,1,matched (3),-.40769815
1971,,19,2053,3,27.4,Washington staten,0,1952,0,1,matched (3),-.40769815
1972,,19,409,171,0,Texas,1,1951,0,1,matched (3),-.40769815
1976,-.88835132,19,1880,4,27.7,Missisippi,0,1952,0,1,matched (3),-.40769815
1968,,19,6768,1,12.5,Missisippi,0,1947,0,1,matched (3),-.40769815
1971,,19,2893,170,0,California,1,1950,0,1,matched (3),-.40769815
1971,,19,641,3,25.1,Missisippi,0,1952,0,1,matched (3),-.40769815
1974,-.75559521,19,5959,170,0,North Calorina,0,1948,0,1,matched (3),-.40769815
1976,,19,297,3,34.4,California,1,1950,0,1,matched (3),-.40769815
1975,-.056953669,19,5366,3,4.6,North Calorina,0,1948,0,1,matched (3),-.40769815
1975,-.029654741,19,2191,170,0,North Calorina,0,1954,0,1,matched (3),-.40769815
1968,,19,2869,1,22,Louisiana,0,1947,0,1,matched (3),-.40769815
1969,,19,1810,2,18.9,California,0,1949,0,1,matched (3),-.40769815
1974,,19,1911,4,28.3,North Calorina,0,1953,0,1,matched (3),-.40769815
1972,-.30242825,19,5814,170,0,North Calorina,0,1948,0,1,matched (3),-.40769815
1968,-1.2677059,19,1270,1,22,North Calorina,0,1945,0,1,matched (3),-.40769815
1976,-.34530067,19,5458,4,1.1,Missisippi,0,1954,0,1,matched (3),-.40769815
1976,-.42736816,19,5366,173,0,North Calorina,0,1954,0,1,matched (3),-.40769815
1975,,19,6803,3,3.4,Louisiana,0,1954,1,0,matched (3),-.40769815
1973,,19,6583,3,2.9,Louisiana,0,1943,1,0,matched (3),-.40769815
1976,-.55718601,19,5434,170,0,Texas,1,1946,0,1,matched (3),-.40769815
1978,,19,840,6,3.4,North Calorina,0,1954,0,1,matched (3),-.40769815
1974,-.24191666,19,6846,5,3.1,California,1,1953,0,1,matched (3),-.40769815
1975,,19,297,3,34.4,California,1,1950,0,1,matched (3),-.40769815
1972,,19,6574,3,4,Louisiana,0,1953,0,1,matched (3),-.40769815
1979,-.16576695,19,5475,171,0,Texas,1,1954,0,1,matched (3),-.40769815
1973,,19,556,170,0,Texas,1,1952,0,1,matched (3),-.40769815
1974,-.84057808,19,2898,4,29.1,Texas,1,1951,0,1,matched (3),-.40769815
1971,.056236506,19,301,171,0,Massachussets,0,1948,0,1,matched (3),-.40769815
1972,-.7658838,19,5516,171,0,Massachussets,0,1949,0,1,matched (3),-.40769815
1972,,19,2432,170,0,Arizona,0,1953,0,1,matched (3),-.40769815
1976,,19,846,171,0,Missisippi,0,1946,0,1,matched (3),-.40769815
1970,,19,1638,170,0,California,1,1950,0,1,matched (3),-.40769815
1973,,19,6801,4,3.2,Louisiana,0,1945,0,1,matched (3),-.40769815
1973,-1.0148877,19,6798,170,0,Louisiana,0,1949,0,1,matched (3),-.40769815
1978,.21570086,19,2816,3,27.1,California,1,1954,0,1,matched (3),-.40769815
1977,.52390194,19,1692,4,58.3,Arizona,1,1948,0,1,matched (3),-.40769815
1971,,19,1394,21,21.7,North Calorina,0,1949,0,1,matched (3),-.40769815
1975,,19,2397,3,30,Massachussets,0,1954,0,1,matched (3),-.40769815
1976,-.2278676,19,5884,170,0,North Calorina,0,1952,0,1,matched (3),-.40769815
1977,-.41367197,19,6481,2,16.8,California,1,1949,0,1,matched (3),-.40769815
1968,,19,1131,1,17,Texas,0,1947,0,1,matched (3),-.40769815
1971,.1068182,19,1810,172,0,California,1,1949,0,1,matched (3),-.40769815
1971,-1.0102409,19,5464,4,3.2,Missisippi,0,1949,0,1,matched (3),-.40769815
1973,,19,2831,3,6.5,Missisippi,0,1953,0,1,matched (3),-.40769815
1969,,19,221,1,25.7,Texas,0,1947,0,1,matched (3),-.40769815
1976,-.2278676,19,423,4,20.9,North Calorina,0,1952,0,1,matched (3),-.40769815
1972,,19,2339,2,26.1,California,1,1952,0,1,matched (3),-.40769815
1974,-.57327366,19,5812,21,4.6,North Calorina,0,1946,0,1,matched (3),-.40769815
1979,-1.1007261,19,2339,2,34.2,California,1,1952,0,1,matched (3),-.40769815
1980,.030976057,19,5526,178,0,Texas,1,1951,0,0,matched (3),-.40769815
1968,-.96715522,19,5127,1,1,Texas,0,1943,0,1,matched (3),-.40769815
1969,,19,6064,1,1.1,Texas,0,1946,0,1,matched (3),-.40769815
1969,-.10958624,19,23,170,0,California,0,1947,0,1,matched (3),-.40769815
1976,.25058031,19,5876,3,1.4,Texas,1,1949,0,1,matched (3),-.40769815
1974,,19,5095,3,16.4,California,1,1954,0,1,matched (3),-.40769815
1973,,19,18,4,26.1,California,1,1953,0,1,matched (3),-.40769815
1970,,19,6847,1,2.9,California,1,1949,0,1,matched (3),-.40769815
1974,-.27275968,19,2615,6,34.4,Washington staten,1,1951,0,1,matched (3),-.40769815
1976,.0034062862,19,5518,3,16.4,California,1,1954,0,1,matched (3),-.40769815
1968,-.80403876,19,1501,1,22.5,California,0,1945,0,1,matched (3),-.40769815
1973,-.32458544,19,297,170,0,California,1,1945,0,1,matched (3),-.40769815
1972,-.47712183,19,2845,171,0,California,1,1948,0,1,matched (3),-.40769815
1980,,19,6133,170,0,California,1,1950,0,1,matched (3),-.40769815
1975,-.77014971,19,6232,5,1.2,Texas,1,1952,0,1,matched (3),-.40769815
1975,,19,1184,6,33.3,Massachussets,0,1954,0,1,matched (3),-.40769815
1971,,19,5543,4,15.4,Louisiana,0,1952,0,0,matched (3),-.40769815
1976,-.77486324,19,1129,170,0,North Calorina,0,1952,0,1,matched (3),-.40769815
1970,,19,2273,3,27.4,Washington staten,0,1951,0,1,matched (3),-.40769815
1975,-.2296505,19,5884,170,0,North Calorina,0,1952,0,1,matched (3),-.40769815
1974,,19,5463,4,3.4,Missisippi,0,1953,0,1,matched (3),-.40769815
1976,-.32217813,19,1911,172,0,North Calorina,0,1952,0,1,matched (3),-.40769815
1975,-.63542187,19,6004,171,0,California,1,1953,0,1,matched (3),-.40769815
1973,.01966691,19,6779,171,0,California,1,1950,0,1,matched (3),-.40769815
1969,,19,5812,3,3.8,North Calorina,0,1949,0,1,matched (3),-.40769815
1971,-.018823385,19,5965,170,0,Louisiana,0,1942,0,1,matched (3),-.40769815
1975,,19,6110,5,1.2,Missisippi,0,1953,0,1,matched (3),-.40769815
1971,,19,1369,170,0,California,1,1949,0,1,matched (3),-.40769815
1975,,19,6107,3,1.1,Missisippi,0,1954,0,1,matched (3),-.40769815
1973,,19,5798,170,0,California,1,1953,0,1,matched (3),-.40769815
1974,-.28661299,19,644,21,9.1,Missisippi,0,1946,0,1,matched (3),-.40769815
1968,-.7799648,19,5100,1,2,California,0,1944,0,1,matched (3),-.40769815
1981,-.16039515,19,5973,171,0,Texas,1,1950,0,1,matched (3),-.40769815
1974,-.21000314,19,6574,171,0,Louisiana,0,1952,0,1,matched (3),-.40769815
1973,-.29610348,19,18,5,26.1,California,1,1952,0,1,matched (3),-.40769815
1974,-.75719655,19,5971,21,21.7,Texas,1,1948,0,1,matched (3),-.40769815
1972,.028296471,19,2850,170,0,Nevada,1,1947,0,1,matched (3),-.40769815
1974,,19,5228,3,2.3,California,1,1953,0,1,matched (3),-.40769815
1971,-.26258421,19,5095,171,0,California,1,1947,0,1,matched (3),-.40769815
1975,-.48553586,19,5292,8,4,North Calorina,0,1953,0,1,matched (3),-.40769815
1974,-.63066101,19,490,3,27,North Calorina,0,1952,0,1,matched (3),-.40769815
1972,-.90232003,19,6572,3,4.3,Louisiana,0,1949,0,1,matched (3),-.40769815
1974,-.67381501,19,5353,4,2.5,California,1,1952,0,1,matched (3),-.40769815
1973,,19,5366,7,3.5,North Calorina,0,1952,0,1,matched (3),-.40769815
1976,-.51554966,19,2845,5,29.4,California,1,1954,0,1,matched (3),-.40769815
1973,-.12569904,19,312,3,28.1,California,1,1951,0,1,matched (3),-.40769815
1974,,20,1733,21,33.5,California,1,1947,0,1,matched (3),-.33038867
1968,,20,5480,1,14.5,California,0,1944,0,1,matched (3),-.33038867
1970,,20,6064,1,1.1,Texas,1,1946,0,1,matched (3),-.33038867
1973,-.44204855,20,5452,172,0,North Calorina,0,1949,0,1,matched (3),-.33038867
1977,,20,5364,170,0,North Calorina,0,1952,0,1,matched (3),-.33038867
1970,-.79831934,20,6567,170,0,Texas,1,1948,0,1,matched (3),-.33038867
1972,-.31229734,20,5565,171,0,North Calorina,0,1951,0,1,matched (3),-.33038867
1973,,20,6574,3,4,Louisiana,0,1953,0,1,matched (3),-.33038867
1977,,20,846,171,0,Missisippi,0,1946,0,1,matched (3),-.33038867
1974,-.20381141,20,6562,2,5.6,Louisiana,0,1952,0,1,matched (3),-.33038867
1973,-.87315142,20,6188,175,0,Missisippi,0,1946,0,1,matched (3),-.33038867
1973,-.62536716,20,5814,170,0,North Calorina,0,1948,0,1,matched (3),-.33038867
1977,-.19195199,20,5458,4,1.1,Missisippi,0,1954,0,1,matched (3),-.33038867
1977,.33088517,20,5876,3,1.4,Texas,1,1949,0,1,matched (3),-.33038867
1977,,20,297,3,34.4,California,1,1950,0,1,matched (3),-.33038867
1972,,20,557,170,0,Texas,1,1951,0,1,matched (3),-.33038867
1971,.13813281,20,1810,2,18.9,California,1,1949,0,1,matched (3),-.33038867
1974,-.62762547,20,2611,171,0,California,1,1952,0,1,matched (3),-.33038867
1981,,20,6801,8,3.9,Louisiana,0,1953,0,1,matched (3),-.33038867
1977,-.43556428,20,6569,173,0,Louisiana,0,1953,0,1,matched (3),-.33038867
1977,-.4216342,20,1813,170,0,California,1,1954,0,1,matched (3),-.33038867
1976,-.30056477,20,6562,2,5.6,Louisiana,0,1952,0,1,matched (3),-.33038867
1976,-.58784735,20,423,3,22.5,North Calorina,0,1951,0,1,matched (3),-.33038867
1973,-1.0019844,20,5526,172,0,Texas,1,1946,0,1,matched (3),-.33038867
1972,-.07703495,20,722,3,28.1,California,1,1950,0,1,matched (3),-.33038867
1975,-.18052435,20,2615,6,34.4,Washington staten,1,1951,0,1,matched (3),-.33038867
1975,,20,6801,4,4,Louisiana,0,1945,0,1,matched (3),-.33038867
1970,-.38592172,20,2643,170,0,Massachussets,0,1947,0,1,matched (3),-.33038867
1976,.0074961185,20,2191,170,0,North Calorina,0,1954,0,1,matched (3),-.33038867
1979,-.46098518,20,2786,170,0,Massachussets,0,1950,0,1,matched (3),-.33038867
1972,,20,5543,4,15.4,Louisiana,0,1952,0,0,matched (3),-.33038867
1975,,20,5228,3,2.3,California,1,1953,0,1,matched (3),-.33038867
1969,.16266632,20,2028,1,27.4,California,0,1945,0,1,matched (3),-.33038867
1973,.31478739,20,2615,4,28.1,Washington staten,1,1949,0,1,matched (3),-.33038867
1972,-.57236648,20,5095,171,0,California,1,1947,0,1,matched (3),-.33038867
1970,,20,6779,170,0,California,1,1948,0,1,matched (3),-.33038867
1976,-.59131002,20,5959,176,0,North Calorina,0,1953,0,1,matched (3),-.33038867
1974,-.62366521,20,5836,4,4,Missisippi,0,1952,0,1,matched (3),-.33038867
1968,,20,5806,1,13,Washington staten,0,1947,0,1,matched (3),-.33038867
1980,.053733349,20,5475,171,0,Texas,1,1954,0,1,matched (3),-.33038867
1977,-.27853346,20,5289,170,0,North Calorina,0,1954,0,1,matched (3),-.33038867
1972,,20,641,3,25.1,Missisippi,0,1952,0,1,matched (3),-.33038867
1978,-.51637626,20,6481,2,16.8,California,1,1949,0,1,matched (3),-.33038867
1975,-.56879294,20,5095,3,16.4,California,1,1954,0,1,matched (3),-.33038867
1971,-.55686784,20,608,21,27.4,California,1,1948,0,1,matched (3),-.33038867
1977,.56147528,20,6798,6,4,Louisiana,0,1952,0,1,matched (3),-.33038867
1974,,20,6583,3,3.1,Louisiana,0,1943,1,0,matched (3),-.33038867
1974,.058164835,20,5880,3,15.4,Arizona,1,1946,0,1,matched (3),-.33038867
1978,.64710522,20,6798,6,4,Louisiana,0,1952,0,1,matched (3),-.33038867
1976,,20,2004,3,33.5,California,1,1950,0,1,matched (3),-.33038867
1977,-.50637555,20,5434,170,0,Texas,1,1946,0,1,matched (3),-.33038867
1975,-.2437551,20,5463,4,3.4,Missisippi,0,1953,0,1,matched (3),-.33038867
1974,-.38947177,20,5536,3,1.2,Missisippi,0,1952,0,1,matched (3),-.33038867
1976,,20,6107,3,1.1,Missisippi,0,1954,0,1,matched (3),-.33038867
1976,-.72211432,20,6004,171,0,California,1,1953,0,1,matched (3),-.33038867
1975,-.91848946,20,6574,171,0,Louisiana,0,1952,0,1,matched (3),-.33038867
1978,-.45655382,20,5289,170,0,North Calorina,0,1954,0,1,matched (3),-.33038867
1982,-.1148665,20,5077,171,0,Massachussets,0,1954,0,1,matched (3),-.33038867
1974,-.19028139,20,297,170,0,California,1,1945,0,1,matched (3),-.33038867
1968,-.16881132,20,719,1,22,North Calorina,0,1944,0,1,matched (3),-.33038867
1973,-.2236793,20,6562,2,4.6,Louisiana,0,1952,0,1,matched (3),-.33038867
1973,,20,5570,171,0,North Calorina,0,1951,0,1,matched (3),-.33038867
1973,.22327566,20,1184,5,33.7,Massachussets,0,1950,0,1,matched (3),-.33038867
1972,-.15974808,20,1810,172,0,California,1,1949,0,1,matched (3),-.33038867
1978,.4812181,20,1692,4,58.3,Arizona,1,1948,0,1,matched (3),-.33038867
1977,-.39596653,20,5107,172,0,California,1,1954,0,1,matched (3),-.33038867
1977,-.2040379,20,1911,172,0,North Calorina,0,1952,0,1,matched (3),-.33038867
1974,-.34178114,20,5798,170,0,California,1,1953,0,1,matched (3),-.33038867
1976,-.51814342,20,5864,171,0,California,1,1952,0,1,matched (3),-.33038867
1972,-.98642659,20,567,3,27.4,California,1,1949,0,1,matched (3),-.33038867
1969,,20,2869,1,23.8,Louisiana,0,1947,0,1,matched (3),-.33038867
1977,-.24830627,20,5798,171,0,Louisiana,0,1953,0,1,matched (3),-.33038867
1972,-.57259321,20,419,170,0,North Calorina,0,1947,0,1,matched (3),-.33038867
1974,-.79641724,20,180,3,29.8,Texas,1,1951,0,1,matched (3),-.33038867
1978,-.42903423,20,1720,171,0,California,1,1943,0,0,matched (3),-.33038867
1975,-.29099417,20,5182,171,0,Missisippi,0,1951,0,1,matched (3),-.33038867
1972,.02417469,20,5965,170,0,Louisiana,0,1942,0,1,matched (3),-.33038867
1973,-.71063256,20,5569,170,0,North Calorina,0,1950,0,1,matched (3),-.33038867
1971,,20,2224,5,25.7,California,1,1951,0,1,matched (3),-.33038867
1968,,20,2048,1,17,Texas,0,1947,0,1,matched (3),-.33038867
1974,-1.2272002,20,6798,170,0,Louisiana,0,1949,0,1,matched (3),-.33038867
1974,-.20951343,20,556,170,0,Texas,1,1952,0,1,matched (3),-.33038867
1977,-.62697148,20,5366,173,0,North Calorina,0,1954,0,1,matched (3),-.33038867
1974,-.2496593,20,1911,3,34.9,Texas,1,1952,0,1,matched (3),-.33038867
1982,-.15731907,20,5973,171,0,Texas,1,1950,0,1,matched (3),-.33038867
1975,,20,5565,170,0,North Calorina,0,1954,0,1,matched (3),-.33038867
1976,,20,1328,4,39.1,California,1,1951,0,1,matched (3),-.33038867
1971,,20,1638,170,0,California,1,1950,0,1,matched (3),-.33038867
1974,,20,1817,170,0,California,1,1954,0,1,matched (3),-.33038867
1974,-.8399024,20,6004,170,0,California,1,1951,0,1,matched (3),-.33038867
1975,-.26787162,20,660,170,0,Louisiana,0,1954,0,1,matched (3),-.33038867
1974,-.15571642,20,2342,3,32,California,1,1952,0,1,matched (3),-.33038867
1975,-.24923849,20,490,3,27,North Calorina,0,1952,0,1,matched (3),-.33038867
1974,-.27762341,20,631,170,0,Washington staten,1,1949,0,1,matched (3),-.33038867
1969,-.3706789,20,1501,1,32.2,California,0,1945,0,1,matched (3),-.33038867
1980,-.38468266,20,6233,170,0,Texas,1,1954,0,1,matched (3),-.33038867
1976,-.70994377,20,6107,171,0,Missisippi,0,1954,0,1,matched (3),-.33038867
1971,-.32325315,20,1851,2,27.4,California,1,1945,0,1,matched (3),-.33038867
1975,-.16513991,20,5543,170,0,Louisiana,0,1953,0,1,matched (3),-.33038867
1974,-.067322731,20,2850,170,0,Missisippi,0,1947,0,1,matched (3),-.33038867
1974,-.33752418,20,5796,170,0,Arizona,1,1946,0,1,matched (3),-.33038867
1970,,20,6390,1,12.6,Arizona,0,1949,0,0,matched (3),-.33038867
1972,.45643806,20,301,171,0,Massachussets,0,1948,0,1,matched (3),-.33038867
1970,,20,1810,2,18.9,California,1,1949,0,1,matched (3),-.33038867
1976,,20,5565,170,0,North Calorina,0,1954,0,1,matched (3),-.33038867
1976,.21116638,20,1918,170,0,California,1,1951,1,0,matched (3),-.33038867
1970,-.76940799,20,5366,3,3.8,North Calorina,0,1948,0,1,matched (3),-.33038867
1976,,20,2615,176,0,Washington staten,1,1953,0,1,matched (3),-.33038867
1980,,20,5628,173,0,Missisippi,0,1954,0,1,matched (3),-.33038867
1976,,20,6110,5,1.2,Missisippi,0,1953,0,1,matched (3),-.33038867
1976,-.59502971,20,6232,5,1.2,Texas,1,1952,0,1,matched (3),-.33038867
1968,,20,2481,1,17,Texas,0,1947,0,2,matched (3),-.33038867
1969,-.53447306,20,5459,1,1.1,Missisippi,0,1943,0,1,matched (3),-.33038867
1973,-.67984462,20,6572,3,4.3,Louisiana,0,1949,0,1,matched (3),-.33038867
1973,,20,5965,170,0,Louisiana,0,1942,0,1,matched (3),-.33038867
