year,ln_ly,age,id1968,pernum,wgt,stato,unid,MH6,div,mar,_merge,wtmedian
1981,.19842172,25,257,3,33.6,California,1,1950,0,1,matched (3),-.035580158
1973,-.22700715,25,18,21,28.1,California,1,1947,0,1,matched (3),-.035580158
1979,-.12387586,25,297,170,0,California,1,1945,0,1,matched (3),-.035580158
1979,-.61427891,25,556,170,0,Texas,1,1952,0,1,matched (3),-.035580158
1980,-.89695871,25,6793,3,3.9,Louisiana,0,1952,0,1,matched (3),-.035580158
1983,-.7819103,25,5812,6,4.6,North Calorina,0,1954,0,1,matched (3),-.035580158
1982,-.73671937,25,5338,2,13.1,North Calorina,0,1953,0,1,matched (3),-.035580158
1979,.020911455,25,6574,3,5.6,Louisiana,0,1953,0,1,matched (3),-.035580158
1977,.32340384,25,5087,170,0,California,1,1949,0,1,matched (3),-.035580158
1979,-.37331414,25,5972,171,0,Texas,1,1953,0,1,matched (3),-.035580158
1978,,25,6847,1,3.5,California,1,1949,0,1,matched (3),-.035580158
1983,-.18543291,25,5715,171,0,Texas,1,1948,0,1,matched (3),-.035580158
1980,.047868252,25,2339,173,0,California,1,1947,0,1,matched (3),-.035580158
1979,.57247615,25,6389,5,20.7,Arizona,1,1951,1,0,matched (3),-.035580158
1975,-.016557217,25,6567,170,0,Texas,1,1948,0,1,matched (3),-.035580158
1978,.65436888,25,5077,173,0,California,1,1947,0,1,matched (3),-.035580158
1985,.22124934,25,5506,4,42.4,California,1,1948,1,0,matched (3),-.035580158
1981,,25,6577,174,0,Texas,1,1953,0,1,matched (3),-.035580158
1990,-.36555099,25,6863,178,0,North Calorina,0,1950,0,1,matched (3),-.035580158
1975,-.5790261,25,5077,3,4.2,Massachussets,0,1950,0,1,matched (3),-.035580158
1971,.20860004,25,1657,1,23.8,North Calorina,0,1942,0,1,matched (3),-.035580158
1978,,25,5526,172,0,Texas,1,1946,0,1,matched (3),-.035580158
1974,,25,1130,1,22.5,Texas,1,1948,0,1,matched (3),-.035580158
1980,.25033736,25,5075,170,0,California,1,1954,0,1,matched (3),-.035580158
1976,,25,5756,170,0,Texas,1,1948,0,1,matched (3),-.035580158
1974,.27460718,25,6694,1,2.5,California,1,1943,0,1,matched (3),-.035580158
1980,.018521547,25,5095,3,18.7,California,1,1954,0,1,matched (3),-.035580158
1975,-.7219888,25,2887,170,0,Louisiana,0,1948,0,1,matched (3),-.035580158
1981,.20394492,25,1918,170,0,California,1,1951,0,1,matched (3),-.035580158
1985,.037519693,25,5475,171,0,Texas,1,1954,0,1,matched (3),-.035580158
1971,.068101645,25,6518,1,13.7,Texas,1,1945,0,1,matched (3),-.035580158
1972,.71184254,25,6804,170,0,Washington staten,0,1944,0,1,matched (3),-.035580158
1982,-.13495302,25,1911,172,0,Texas,1,1952,0,1,matched (3),-.035580158
1980,-.53906214,25,644,21,10.4,Missisippi,0,1946,0,1,matched (3),-.035580158
1979,.42979121,25,631,170,0,Washington staten,1,1949,1,0,matched (3),-.035580158
1976,-.090904474,25,1635,4,33.5,North Calorina,0,1951,0,1,matched (3),-.035580158
1980,-.30175161,25,5656,176,0,Missisippi,0,1944,0,1,matched (3),-.035580158
1972,.10813141,25,5923,1,2.3,Texas,1,1945,0,1,matched (3),-.035580158
1991,-.36021829,25,7888,1,0,Texas,1,1952,0,1,matched (3),-.035580158
1972,-.62975168,25,1271,3,18.4,North Calorina,0,1949,0,1,matched (3),-.035580158
1979,-.37396407,25,910,170,0,Texas,1,1954,0,1,matched (3),-.035580158
1992,-.37588191,25,9272,1,0,California,1,1950,0,1,matched (3),-.035580158
1976,-.071284771,25,5566,171,0,North Calorina,0,1949,0,1,matched (3),-.035580158
1975,,25,1151,170,0,Texas,1,1947,0,1,matched (3),-.035580158
1979,-.50853777,25,1533,171,0,Washington staten,1,1949,0,1,matched (3),-.035580158
1978,-.794186,25,5615,173,0,North Calorina,0,1952,0,1,matched (3),-.035580158
1969,.2057426,25,1750,1,30.3,Massachussets,0,1941,0,1,matched (3),-.035580158
1980,.54393983,25,6009,3,10.7,Louisiana,0,1951,0,1,matched (3),-.035580158
1975,.10884404,25,1290,170,0,Texas,1,1949,0,1,matched (3),-.035580158
1983,-.040308952,25,5518,3,22.1,California,1,1954,0,1,matched (3),-.035580158
1992,.056381464,25,6064,178,0,Texas,1,1951,1,0,matched (3),-.035580158
1985,-.78460693,25,5169,3,14.9,North Calorina,0,1953,0,1,matched (3),-.035580158
1977,-1.0970819,25,5615,173,0,North Calorina,0,1952,0,1,matched (3),-.035580158
1979,-.33839011,25,6187,4,4.9,Missisippi,0,1949,0,1,matched (3),-.035580158
1981,.44448018,25,6802,3,4.6,Louisiana,0,1951,0,1,matched (3),-.035580158
1976,-.48680019,25,5613,5,4.6,North Calorina,0,1951,0,1,matched (3),-.035580158
1975,-.14585805,25,5965,5,4,Texas,1,1947,0,1,matched (3),-.035580158
1972,.28881454,25,1184,173,0,Massachussets,0,1947,0,1,matched (3),-.035580158
1985,,25,6389,3,26.6,Arizona,1,1947,0,1,matched (3),-.035580158
1987,-.69340086,25,6232,5,2.1,Texas,1,1952,0,1,matched (3),-.035580158
1975,-.10616946,25,23,170,0,California,1,1947,0,1,matched (3),-.035580158
1973,,25,1274,170,0,Massachussets,0,1949,0,1,matched (3),-.035580158
1971,-.59272516,25,6370,21,6.3,California,1,1949,0,1,matched (3),-.035580158
1975,-.49931407,25,2867,170,0,Missisippi,0,1946,0,1,matched (3),-.035580158
1980,-.043846846,25,1043,171,0,North Calorina,0,1953,0,1,matched (3),-.035580158
1975,.78965545,25,5880,171,0,Arizona,1,1943,0,1,matched (3),-.035580158
1972,,25,5531,1,23.4,California,1,1945,0,1,matched (3),-.035580158
1977,.49676394,25,301,171,0,Massachussets,0,1948,0,1,matched (3),-.035580158
1982,-.71791625,25,6569,173,0,Louisiana,0,1953,0,1,matched (3),-.035580158
1981,-.33806372,25,5523,3,6.4,California,1,1951,0,1,matched (3),-.035580158
1973,.093775034,25,899,170,0,Texas,1,1944,0,1,matched (3),-.035580158
1979,.39109445,25,321,170,0,Massachussets,0,1953,0,1,matched (3),-.035580158
1981,,25,297,3,39.9,California,1,1950,0,1,matched (3),-.035580158
1972,,25,6583,172,0,Louisiana,0,1950,0,1,matched (3),-.035580158
1983,-1.196609,25,5569,172,0,North Calorina,0,1953,0,0,matched (3),-.035580158
1979,.054331541,25,1867,5,29,Louisiana,0,1954,0,1,matched (3),-.035580158
1977,,25,5095,171,0,California,1,1947,0,1,matched (3),-.035580158
1982,.61986041,25,5876,3,1.6,Texas,1,1949,0,1,matched (3),-.035580158
1979,.33676004,25,5909,170,0,Texas,1,1953,0,1,matched (3),-.035580158
1975,-.50206506,25,5095,21,20.3,California,1,1949,0,1,matched (3),-.035580158
1975,.19597793,25,1841,170,0,California,1,1947,0,1,matched (3),-.035580158
1981,.36605239,25,2050,4,29,Washington staten,1,1954,0,0,matched (3),-.035580158
1974,.47697115,25,2028,1,33.5,California,1,1945,0,1,matched (3),-.035580158
1977,-.067462444,25,5516,171,0,Massachussets,0,1949,0,1,matched (3),-.035580158
1986,.3221488,25,1917,3,39,California,1,1950,0,1,matched (3),-.035580158
1978,-.33409595,25,5452,172,0,North Calorina,0,1949,0,1,matched (3),-.035580158
1979,-.47317064,25,5814,170,0,North Calorina,0,1948,0,1,matched (3),-.035580158
1974,-.22525954,25,2397,21,37,Massachussets,0,1948,0,1,matched (3),-.035580158
1972,.013498545,25,6412,1,1.1,Texas,1,1942,0,1,matched (3),-.035580158
1982,.0090842247,25,5172,2,12.9,North Calorina,0,1954,0,1,matched (3),-.035580158
1976,.40887117,25,6802,170,0,Louisiana,0,1944,0,1,matched (3),-.035580158
1972,.030059099,25,719,1,23.8,North Calorina,0,1944,0,1,matched (3),-.035580158
1977,.6009922,25,5527,170,0,Texas,1,1946,0,1,matched (3),-.035580158
1978,.27884817,25,2845,171,0,California,1,1948,0,1,matched (3),-.035580158
1978,-.16536713,25,5656,5,1.4,Missisippi,0,1952,0,1,matched (3),-.035580158
1977,.15351653,25,1397,170,0,Washington staten,1,1947,0,1,matched (3),-.035580158
1981,-.37984538,25,5712,170,0,North Calorina,0,1952,0,1,matched (3),-.035580158
1980,,25,840,5,3.9,North Calorina,0,1953,0,1,matched (3),-.035580158
1974,-.4842571,25,5534,1,4.6,North Calorina,0,1944,0,1,matched (3),-.035580158
1983,.060387611,25,1682,5,36.7,Texas,1,1950,1,0,matched (3),-.035580158
1979,.95367861,25,18,4,31.4,California,1,1953,0,1,matched (3),-.035580158
1976,,25,1290,21,33.5,California,1,1947,1,0,matched (3),-.035580158
1976,-.027135611,25,5526,170,0,Texas,1,1951,0,1,matched (3),-.035580158
1973,-1.2784011,25,2614,22,28.1,Washington staten,1,1947,0,1,matched (3),-.035580158
1977,.25913119,25,1459,4,32,Washington staten,1,1952,0,1,matched (3),-.035580158
1975,.017578602,26,2397,21,37,Massachussets,0,1948,0,1,matched (3),-.019183993
1972,-.35801554,26,5615,170,0,North Calorina,0,1943,0,1,matched (3),-.019183993
1976,.27780604,26,5281,170,0,Texas,1,1949,0,1,matched (3),-.019183993
1969,-.37153387,26,2243,1,32,California,0,1942,0,1,matched (3),-.019183993
1986,-.33767796,26,5506,4,42.4,California,1,1948,0,1,matched (3),-.019183993
1986,,26,332,2,35.3,North Calorina,0,1948,1,0,matched (3),-.019183993
1978,.74199843,26,2497,172,0,Arizona,1,1946,1,0,matched (3),-.019183993
1981,.4153235,26,5876,2,1.6,Texas,1,1951,0,1,matched (3),-.019183993
1980,-.060967922,26,630,3,33.7,Washington staten,1,1953,0,1,matched (3),-.019183993
1978,-.034837723,26,2067,21,44.7,Massachussets,0,1948,1,0,matched (3),-.019183993
1979,-.67462373,26,6188,175,0,Missisippi,0,1946,0,1,matched (3),-.019183993
1980,.61303687,26,5527,170,0,Texas,1,1946,0,1,matched (3),-.019183993
1975,.028178692,26,779,170,0,Nevada,1,1948,0,1,matched (3),-.019183993
1976,-.20262074,26,5965,5,4,Texas,1,1947,0,1,matched (3),-.019183993
1977,,26,301,3,41.2,Massachussets,0,1948,0,1,matched (3),-.019183993
1980,-.33192897,26,2327,170,0,Missisippi,0,1945,0,1,matched (3),-.019183993
1987,1.2084231,26,6411,4,1.7,Texas,1,1954,0,1,matched (3),-.019183993
1981,-.01910758,26,5656,176,0,Missisippi,0,1944,0,1,matched (3),-.019183993
1986,.028149128,26,6233,170,0,Texas,1,1954,0,1,matched (3),-.019183993
1978,-.26211143,26,1397,170,0,Washington staten,1,1947,0,1,matched (3),-.019183993
1983,-.77086043,26,2875,172,0,Louisiana,0,1949,0,0,matched (3),-.019183993
1983,-.52538514,26,5884,170,0,North Calorina,0,1952,1,0,matched (3),-.019183993
1980,-.46506035,26,910,170,0,Texas,1,1954,0,1,matched (3),-.019183993
1980,.2459352,26,2831,3,8.4,Missisippi,0,1953,0,1,matched (3),-.019183993
1983,,26,2856,3,36.4,Texas,1,1943,0,1,matched (3),-.019183993
1972,-.045832396,26,1862,2,16.6,California,1,1950,0,1,matched (3),-.019183993
1981,,26,749,1,35.1,Nevada,1,1947,0,1,matched (3),-.019183993
1981,.17862701,26,5959,170,0,North Calorina,0,1948,0,1,matched (3),-.019183993
1981,-.086642981,26,2339,173,0,California,1,1947,0,1,matched (3),-.019183993
1978,.089759588,26,5613,4,4.6,North Calorina,0,1949,0,1,matched (3),-.019183993
1971,.63686943,26,988,1,25.7,California,1,1941,0,1,matched (3),-.019183993
1981,-.66207778,26,5619,170,0,Missisippi,0,1952,0,1,matched (3),-.019183993
1978,,26,5095,171,0,California,1,1947,0,1,matched (3),-.019183993
1982,-.98845041,26,5362,2,4.6,North Calorina,0,1953,0,1,matched (3),-.019183993
1977,-.48263848,26,2861,2,29.1,North Calorina,0,1949,0,1,matched (3),-.019183993
1984,-.77204406,26,5569,172,0,North Calorina,0,1953,0,0,matched (3),-.019183993
1981,-.16597533,26,1897,170,0,Texas,1,1950,0,1,matched (3),-.019183993
1979,.28061867,26,5880,3,16.4,Arizona,1,1946,0,1,matched (3),-.019183993
1972,-.4672327,26,979,1,18.4,North Calorina,0,1947,0,1,matched (3),-.019183993
1982,-.08027482,26,5864,171,0,California,1,1952,0,1,matched (3),-.019183993
1979,.0012872219,26,5516,2,29.5,Massachussets,0,1952,0,1,matched (3),-.019183993
1979,,26,5570,171,0,North Calorina,0,1951,0,1,matched (3),-.019183993
1979,.52039361,26,2342,3,36.5,California,1,1952,0,1,matched (3),-.019183993
1978,.71898556,26,1823,3,27.6,North Calorina,0,1944,0,1,matched (3),-.019183993
1973,.31679964,26,6832,1,2.9,California,1,1943,0,1,matched (3),-.019183993
1974,-.48259974,26,5960,170,0,North Calorina,0,1942,0,1,matched (3),-.019183993
1981,,26,5449,2,5.4,North Calorina,0,1951,0,1,matched (3),-.019183993
1988,,26,6550,3,9.4,Missisippi,0,1954,0,1,matched (3),-.019183993
1981,1.0347497,26,1399,3,29,Washington staten,1,1953,0,1,matched (3),-.019183993
1979,.30766153,26,2611,3,38.8,California,1,1952,0,1,matched (3),-.019183993
1974,-.84599209,26,5486,170,0,North Calorina,0,1941,0,1,matched (3),-.019183993
1975,-.47341335,26,1973,1,22.5,Texas,1,1946,0,1,matched (3),-.019183993
1981,-.19346833,26,1919,3,32,Massachussets,0,1954,0,1,matched (3),-.019183993
1980,-.25481009,26,5353,172,0,California,1,1953,0,1,matched (3),-.019183993
1974,-.17737794,26,702,1,38.5,California,1,1948,0,1,matched (3),-.019183993
1986,,26,6389,3,26.6,Arizona,1,1947,0,1,matched (3),-.019183993
1977,-.63689995,26,6591,4,4,Missisippi,0,1951,0,1,matched (3),-.019183993
1983,-.07850647,26,5030,172,0,California,1,1948,0,1,matched (3),-.019183993
1977,,26,6064,1,1.4,Texas,1,1946,1,0,matched (3),-.019183993
1983,-1.2712759,26,5303,170,0,Missisippi,0,1950,0,1,matched (3),-.019183993
1973,-.91271555,26,1824,1,18.4,Texas,1,1945,0,1,matched (3),-.019183993
1980,-.18560481,26,6205,3,4.9,Missisippi,0,1949,0,0,matched (3),-.019183993
1978,.056659698,26,5565,171,0,North Calorina,0,1951,0,1,matched (3),-.019183993
1979,-.33989239,26,2432,170,0,Arizona,1,1953,0,1,matched (3),-.019183993
1978,.48147631,26,1810,172,0,California,1,1949,0,1,matched (3),-.019183993
1984,.59009361,26,6798,6,5.9,Louisiana,0,1952,0,1,matched (3),-.019183993
1975,-.38120794,26,5534,1,4.6,North Calorina,0,1944,0,1,matched (3),-.019183993
1981,,26,5228,3,2.6,California,1,1953,0,1,matched (3),-.019183993
1974,.38772154,26,1939,1,28.3,California,1,1941,0,1,matched (3),-.019183993
1987,-.86329985,26,5569,175,0,North Calorina,0,1952,0,1,matched (3),-.019183993
1993,,26,8091,171,NA,California,1,1952,0,1,matched (3),-.019183993
1978,-.90706491,26,2615,22,34.4,Washington staten,1,1946,0,1,matched (3),-.019183993
1978,.0049943924,26,6572,171,0,Louisiana,0,1948,0,1,matched (3),-.019183993
1976,-.016796589,26,6563,174,0,Texas,1,1949,1,0,matched (3),-.019183993
1974,.24922562,26,455,1,26.2,North Calorina,0,1944,0,1,matched (3),-.019183993
1991,-.76182854,26,935,178,0,Missisippi,0,1954,0,1,matched (3),-.019183993
1973,.061202049,26,719,1,23.8,North Calorina,0,1944,0,1,matched (3),-.019183993
1970,.25224328,26,2461,1,25.7,California,1,1943,0,1,matched (3),-.019183993
1983,-.18394947,26,6591,5,4.3,Missisippi,0,1952,0,1,matched (3),-.019183993
1982,-.12096882,26,6205,3,4.9,Missisippi,0,1949,0,0,matched (3),-.019183993
1975,,26,5259,170,0,Texas,1,1948,0,1,matched (3),-.019183993
1976,-.022166729,26,2326,170,0,Louisiana,0,1949,0,1,matched (3),-.019183993
1977,,26,5202,21,5.6,Texas,1,1948,0,1,matched (3),-.019183993
1983,-.3878088,26,6569,173,0,Louisiana,0,1953,0,1,matched (3),-.019183993
1988,-.010833263,26,6203,174,0,California,1,1954,0,1,matched (3),-.019183993
1981,.046488285,26,2608,171,0,California,1,1948,0,1,matched (3),-.019183993
1980,.18441176,26,5836,4,4.6,Missisippi,0,1952,0,1,matched (3),-.019183993
1982,-.49547172,26,490,3,30.9,North Calorina,0,1952,0,1,matched (3),-.019183993
1989,.02028513,26,6779,186,0,California,1,1951,0,0,matched (3),-.019183993
1981,-.2025156,26,6232,5,1.7,Texas,1,1952,0,1,matched (3),-.019183993
1975,.27850485,26,287,21,33.5,Texas,1,1947,0,1,matched (3),-.019183993
1981,-.56858742,26,5626,6,1.6,Missisippi,0,1951,0,1,matched (3),-.019183993
1976,-.14462996,26,6868,170,0,Texas,1,1947,0,1,matched (3),-.019183993
1981,.28154469,26,6574,171,0,Louisiana,0,1952,0,1,matched (3),-.019183993
1981,-.25677371,26,5182,171,0,Missisippi,0,1951,0,1,matched (3),-.019183993
1974,-.13450789,26,934,21,9.1,Missisippi,0,1944,0,1,matched (3),-.019183993
1979,.26588321,26,1459,4,34.2,Washington staten,1,1952,0,1,matched (3),-.019183993
1972,.24208736,26,2051,1,31.5,California,1,1945,0,1,matched (3),-.019183993
1983,.22535229,26,6798,6,4.6,Louisiana,0,1952,0,1,matched (3),-.019183993
1973,-.11048412,26,1742,1,25.7,Texas,1,1946,0,1,matched (3),-.019183993
1971,.38402867,26,2026,1,13.7,California,1,1944,0,1,matched (3),-.019183993
1982,.66140938,26,6864,173,0,Texas,1,1950,0,1,matched (3),-.019183993
1976,-.32917118,26,6584,170,0,Texas,1,1948,0,1,matched (3),-.019183993
1986,,26,5973,3,26,Texas,1,1954,0,1,matched (3),-.019183993
1981,,26,6779,171,0,California,1,1950,0,1,matched (3),-.019183993
1986,-.21988249,26,5169,3,14.9,North Calorina,0,1953,0,1,matched (3),-.019183993
1975,-.63713384,26,2272,1,1.4,Texas,1,1947,0,1,matched (3),-.019183993
1974,-.40052152,26,899,1,22,Texas,1,1943,0,1,matched (3),-.019183993
1983,.047325373,26,5623,3,1.3,Missisippi,0,1954,1,0,matched (3),-.019183993
1970,.12514281,26,1750,1,30.3,Massachussets,0,1941,1,0,matched (3),-.019183993
1974,,26,2869,1,29.1,Louisiana,0,1947,0,1,matched (3),-.019183993
1981,.0067768097,26,5463,4,3.9,Missisippi,0,1953,0,1,matched (3),-.019183993
1981,-.082339287,26,2898,4,33.3,Texas,1,1951,0,1,matched (3),-.019183993
1971,.34391856,26,6641,1,20.6,California,1,1942,0,1,matched (3),-.019183993
1973,-.2320292,26,980,1,18.4,North Calorina,0,1944,0,1,matched (3),-.019183993
1981,-.049531221,26,5095,3,18.7,California,1,1954,0,1,matched (3),-.019183993
1970,,26,5450,1,3.8,North Calorina,0,1941,0,1,matched (3),-.019183993
1972,.27510476,26,1515,1,20,Texas,1,1943,0,1,matched (3),-.019183993
1983,,26,5526,179,0,Texas,1,1949,0,1,matched (3),-.019183993
1972,,26,5099,170,0,California,1,1941,0,1,matched (3),-.019183993
1979,.36889124,26,5516,171,0,Massachussets,0,1949,0,1,matched (3),-.019183993
1981,.58326745,26,6009,3,10.7,Louisiana,0,1951,0,1,matched (3),-.019183993
1980,-.2898562,26,6187,4,4.9,Missisippi,0,1949,0,1,matched (3),-.019183993
1979,-1.0930032,26,2224,3,33.6,California,1,1945,0,1,matched (3),-.019183993
1982,,26,297,3,39.9,California,1,1950,0,1,matched (3),-.019183993
1986,-.033752203,26,5451,3,5.5,North Calorina,0,1954,0,1,matched (3),-.019183993
1979,.093146086,26,5566,171,0,North Calorina,0,1949,0,1,matched (3),-.019183993
1982,-.31746483,26,6232,5,1.7,Texas,1,1952,0,1,matched (3),-.019183993
1983,,26,846,171,0,Missisippi,0,1946,0,1,matched (3),-.019183993
1976,.24995589,26,1841,170,0,California,1,1947,0,1,matched (3),-.019183993
1979,.51805282,26,5867,4,27.6,Massachussets,0,1951,0,1,matched (3),-.019183993
1978,-.38721323,26,2861,2,29.1,North Calorina,0,1949,0,1,matched (3),-.019183993
1968,.19636631,26,2289,1,24,Arizona,0,1942,0,1,matched (3),-.019183993
1982,.35993409,26,1918,170,0,California,1,1951,0,1,matched (3),-.019183993
1979,.55885506,26,5077,173,0,California,1,1947,0,1,matched (3),-.019183993
1979,,26,409,171,0,Texas,1,1951,0,1,matched (3),-.019183993
1983,.33732128,26,2067,21,51.1,Massachussets,0,1948,0,1,matched (3),-.019183993
1979,.39124823,26,2590,21,35.8,Texas,1,1948,0,1,matched (3),-.019183993
1971,.3037591,26,990,1,27.4,California,1,1942,0,1,matched (3),-.019183993
1974,-.070212126,26,5097,22,23,California,1,1949,0,1,matched (3),-.019183993
1971,-.01787138,26,2461,1,25.7,California,1,1943,0,1,matched (3),-.019183993
1975,.33566332,26,2599,170,0,Arizona,1,1947,0,1,matched (3),-.019183993
1980,.20320153,26,5796,170,0,Arizona,1,1946,0,1,matched (3),-.019183993
1981,,26,5034,174,0,Nevada,1,1954,0,1,matched (3),-.019183993
1979,-.95941901,26,6448,170,0,California,1,1952,0,1,matched (3),-.019183993
1980,,26,6843,2,3.8,California,1,1953,0,0,matched (3),-.019183993
1983,-.59877205,26,5959,176,0,North Calorina,0,1953,0,1,matched (3),-.019183993
1979,.17911887,26,1919,171,0,Massachussets,0,1952,0,1,matched (3),-.019183993
1982,-.1265583,26,1795,3,20.5,Missisippi,0,1954,0,1,matched (3),-.019183993
1976,,26,2285,173,0,Arizona,1,1949,0,1,matched (3),-.019183993
1972,-1.011815,26,6578,1,2.9,Louisiana,0,1940,0,1,matched (3),-.019183993
1973,,26,1271,3,18.4,North Calorina,0,1949,0,1,matched (3),-.019183993
1980,.25872374,26,321,170,0,Massachussets,0,1953,0,1,matched (3),-.019183993
1971,-.63691056,26,5814,7,3.8,North Calorina,0,1940,0,1,matched (3),-.019183993
1973,.79521489,26,2001,1,27.4,California,1,1946,0,1,matched (3),-.019183993
1975,.34352708,26,5882,2,32.3,Washington staten,1,1949,0,1,matched (3),-.019183993
1989,-.086617947,26,423,3,31.2,North Calorina,0,1951,0,1,matched (3),-.019183993
1981,-.92113853,26,5655,3,1.7,Missisippi,0,1952,0,0,matched (3),-.019183993
1973,-.039173603,26,5290,22,3.8,North Calorina,0,1946,0,1,matched (3),-.019183993
1977,.08858943,26,1862,2,20.3,California,1,1950,0,1,matched (3),-.019183993
1975,-.36786461,26,1565,172,0,Texas,1,1947,0,1,matched (3),-.019183993
1982,.5638845,26,952,170,0,Massachussets,0,1948,0,1,matched (3),-.019183993
1982,.052945375,26,2191,170,0,North Calorina,0,1954,0,1,matched (3),-.019183993
1975,.058770895,26,5833,170,0,Missisippi,0,1947,0,1,matched (3),-.019183993
1978,-.89246118,26,2224,3,31.4,California,1,1945,0,1,matched (3),-.019183993
1981,,26,5095,171,0,California,1,1947,0,1,matched (3),-.019183993
1983,-.17318153,26,5107,172,0,California,1,1954,0,1,matched (3),-.019183993
1975,,26,2869,1,29.1,Louisiana,0,1947,0,1,matched (3),-.019183993
1981,.21996999,26,5308,172,0,Texas,1,1952,0,0,matched (3),-.019183993
1981,.56580448,26,2436,3,33.7,Texas,1,1953,0,1,matched (3),-.019183993
1972,.025174379,26,2730,1,32,California,1,1946,0,1,matched (3),-.019183993
1980,,26,5570,171,0,North Calorina,0,1951,0,1,matched (3),-.019183993
1987,-1.57579,26,5806,1,22,Nevada,1,1947,1,0,matched (3),-.019183993
1991,-.29293633,26,8034,1,0,Texas,1,1947,0,1,matched (3),-.019183993
1984,.15951419,26,5107,172,0,California,1,1954,0,1,matched (3),-.019183993
1983,.059058428,26,5292,8,4.6,North Calorina,0,1953,0,1,matched (3),-.019183993
1983,.57412696,26,5876,3,1.6,Texas,1,1949,0,1,matched (3),-.019183993
1975,,26,5437,172,0,California,1,1944,0,1,matched (3),-.019183993
1985,1.088135,26,728,172,0,California,1,1954,0,1,matched (3),-.019183993
1973,,26,5531,1,23.4,Idaho,1,1945,0,1,matched (3),-.019183993
1976,.20634699,26,1810,2,23,California,1,1949,0,1,matched (3),-.019183993
1976,,26,1854,170,0,Texas,1,1951,0,1,matched (3),-.019183993
1977,-.30075836,26,5756,170,0,Texas,1,1948,0,1,matched (3),-.019183993
1984,-.31611466,26,5289,170,0,North Calorina,0,1954,0,1,matched (3),-.019183993
1974,-.17029834,26,18,21,34.4,California,1,1947,0,1,matched (3),-.019183993
1976,,26,1131,1,22.5,Texas,1,1947,0,1,matched (3),-.019183993
1982,-.13709831,26,6562,2,6.4,Louisiana,0,1952,0,1,matched (3),-.019183993
1979,,26,5526,172,0,Texas,1,1946,0,1,matched (3),-.019183993
1974,.22808719,26,6742,170,0,Massachussets,0,1943,0,0,matched (3),-.019183993
1982,,26,6577,174,0,Texas,1,1953,0,1,matched (3),-.019183993
1982,-1.1306586,26,5303,170,0,Missisippi,0,1950,0,1,matched (3),-.019183993
1981,.42170382,26,1911,4,32.3,Texas,1,1953,0,1,matched (3),-.019183993
1976,-.26058435,26,5366,5,4.6,North Calorina,0,1949,0,1,matched (3),-.019183993
1973,,26,5959,2,14.1,North Calorina,0,1947,0,0,matched (3),-.019183993
1981,.4584353,26,5543,170,0,Missisippi,0,1953,0,1,matched (3),-.019183993
1991,-.15993452,26,6292,180,0,California,1,1948,0,0,matched (3),-.019183993
1982,.26275754,26,5292,8,4.6,North Calorina,0,1953,0,1,matched (3),-.019183993
1980,.35359883,26,1911,3,39.9,Texas,1,1952,0,1,matched (3),-.019183993
1985,-.59181607,26,2599,4,34.5,California,1,1954,0,1,matched (3),-.019183993
1983,-.29588652,26,5434,170,0,Texas,1,1946,0,1,matched (3),-.019183993
1982,-.032717705,26,2339,173,0,California,1,1947,0,1,matched (3),-.019183993
1970,.35022354,26,935,1,25.1,Missisippi,0,1940,0,1,matched (3),-.019183993
1983,.31699371,26,1911,172,0,Texas,1,1952,0,1,matched (3),-.019183993
1992,-.42672253,26,7888,1,0,Texas,1,1952,0,1,matched (3),-.019183993
1979,.33622885,26,1859,3,42.3,California,1,1950,0,1,matched (3),-.019183993
1980,-.18550849,26,5812,21,5.5,North Calorina,0,1946,0,1,matched (3),-.019183993
1982,.051732063,26,5458,4,1.3,Missisippi,0,1954,0,1,matched (3),-.019183993
1978,.13804841,26,2050,170,0,Washington staten,1,1945,0,1,matched (3),-.019183993
1979,-.30497122,26,2608,3,46.4,California,1,1950,0,1,matched (3),-.019183993
1975,,26,2431,170,0,Washington staten,1,1941,0,1,matched (3),-.019183993
1979,.15543795,26,2890,171,0,Louisiana,0,1953,0,1,matched (3),-.019183993
1970,.39022899,26,939,170,0,California,1,1940,0,1,matched (3),-.019183993
1987,.45400167,26,5652,170,0,Washington staten,1,1951,0,1,matched (3),-.019183993
1981,.12455988,26,916,21,35.1,California,1,1948,1,0,matched (3),-.019183993
1977,-.10973787,26,6160,172,0,North Calorina,0,1948,0,1,matched (3),-.019183993
1978,-.33632469,26,608,171,0,California,1,1949,0,1,matched (3),-.019183993
1980,.55171084,26,5182,5,4.7,Louisiana,0,1950,0,1,matched (3),-.019183993
1983,-.38356256,26,423,4,23.9,North Calorina,0,1952,0,1,matched (3),-.019183993
1978,,26,1369,170,0,California,1,1949,0,1,matched (3),-.019183993
1987,-.39329624,26,677,176,0,North Calorina,0,1954,0,1,matched (3),-.019183993
1980,,26,6801,4,4.6,Louisiana,0,1945,0,1,matched (3),-.019183993
1984,-.19530725,26,6591,5,5.1,Missisippi,0,1952,0,1,matched (3),-.019183993
1973,,26,2734,21,25.7,California,1,1945,0,1,matched (3),-.019183993
1975,.16629076,26,2028,1,33.5,California,1,1945,0,1,matched (3),-.019183993
1980,-.54853129,26,5814,170,0,North Calorina,0,1948,0,1,matched (3),-.019183993
1978,-.022270679,26,6160,172,0,North Calorina,0,1948,0,1,matched (3),-.019183993
